Lat,Lon,Lat1,Lon1,Lat2,Lon2,Confirmed,Date
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,30,0:00:30
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,31,0:00:31
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,32,0:00:32
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,33,0:00:33
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,34,0:00:34
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,35,0:00:35
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,36,0:00:36
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,37,0:00:37
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,38,0:00:38
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,39,0:00:39
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,40,0:00:40
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,41,0:00:41
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,42,0:00:42
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,43,0:00:43
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,44,0:00:44
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,45,0:00:45
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,46,0:00:46
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,47,0:00:47
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,48,0:00:48
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,49,0:00:49
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,50,0:00:50
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,51,0:00:51
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,52,0:00:52
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,53,0:00:53
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,54,0:00:54
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,55,0:00:55
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,56,0:00:56
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,57,0:00:57
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,58,0:00:58
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,59,0:00:59
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,60,0:01:00
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,61,0:01:01
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,62,0:01:02
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,63,0:01:03
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,64,0:01:04
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,65,0:01:05
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,66,0:01:06
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,67,0:01:07
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,68,0:01:08
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,69,0:01:09
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,70,0:01:10
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,71,0:01:11
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,72,0:01:12
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,73,0:01:13
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,74,0:01:14
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,75,0:01:15
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,76,0:01:16
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,77,0:01:17
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,78,0:01:18
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,79,0:01:19
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,80,0:01:20
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,81,0:01:21
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,82,0:01:22
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,83,0:01:23
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,84,0:01:24
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,85,0:01:25
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,86,0:01:26
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,87,0:01:27
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,88,0:01:28
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,89,0:01:29
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,90,0:01:30
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,91,0:01:31
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,92,0:01:32
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,93,0:01:33
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,94,0:01:34
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,95,0:01:35
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,96,0:01:36
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,97,0:01:37
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,98,0:01:38
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,99,0:01:39
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,100,0:01:40
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,101,0:01:41
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,102,0:01:42
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,103,0:01:43
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,104,0:01:44
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,105,0:01:45
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,106,0:01:46
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,107,0:01:47
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,108,0:01:48
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,109,0:01:49
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,110,0:01:50
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,111,0:01:51
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,112,0:01:52
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,113,0:01:53
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,114,0:01:54
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,115,0:01:55
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,116,0:01:56
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,117,0:01:57
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,118,0:01:58
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,119,0:01:59
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,120,0:02:00
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,121,0:02:01
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,122,0:02:02
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,123,0:02:03
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,124,0:02:04
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,125,0:02:05
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,126,0:02:06
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,127,0:02:07
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,128,0:02:08
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,129,0:02:09
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,130,0:02:10
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,131,0:02:11
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,132,0:02:12
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,133,0:02:13
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,134,0:02:14
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,135,0:02:15
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,136,0:02:16
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,137,0:02:17
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,138,0:02:18
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,139,0:02:19
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,140,0:02:20
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,141,0:02:21
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,142,0:02:22
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,143,0:02:23
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,144,0:02:24
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,145,0:02:25
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,146,0:02:26
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,147,0:02:27
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,148,0:02:28
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,149,0:02:29
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,150,0:02:30
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,151,0:02:31
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,152,0:02:32
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,153,0:02:33
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,154,0:02:34
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,155,0:02:35
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,156,0:02:36
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,157,0:02:37
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,158,0:02:38
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,159,0:02:39
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,160,0:02:40
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,161,0:02:41
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,162,0:02:42
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,163,0:02:43
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,164,0:02:44
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,165,0:02:45
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,166,0:02:46
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,167,0:02:47
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,168,0:02:48
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,169,0:02:49
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,170,0:02:50
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,171,0:02:51
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,172,0:02:52
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,173,0:02:53
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,174,0:02:54
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,175,0:02:55
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,176,0:02:56
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,177,0:02:57
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,178,0:02:58
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,179,0:02:59
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,180,0:03:00
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,181,0:03:01
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,182,0:03:02
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,183,0:03:03
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,184,0:03:04
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,185,0:03:05
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,186,0:03:06
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,187,0:03:07
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,188,0:03:08
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,189,0:03:09
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,190,0:03:10
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,191,0:03:11
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,192,0:03:12
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,193,0:03:13
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,194,0:03:14
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,195,0:03:15
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,196,0:03:16
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,197,0:03:17
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,198,0:03:18
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,199,0:03:19
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,200,0:03:20
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,201,0:03:21
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,202,0:03:22
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,203,0:03:23
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,204,0:03:24
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,205,0:03:25
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,206,0:03:26
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,207,0:03:27
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,208,0:03:28
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,209,0:03:29
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,210,0:03:30
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,211,0:03:31
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,212,0:03:32
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,213,0:03:33
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,214,0:03:34
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,215,0:03:35
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,216,0:03:36
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,217,0:03:37
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,218,0:03:38
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,219,0:03:39
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,220,0:03:40
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,221,0:03:41
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,222,0:03:42
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,223,0:03:43
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,224,0:03:44
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,225,0:03:45
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,226,0:03:46
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,227,0:03:47
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,228,0:03:48
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,229,0:03:49
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,230,0:03:50
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,231,0:03:51
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,232,0:03:52
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,233,0:03:53
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,234,0:03:54
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,235,0:03:55
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,236,0:03:56
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,237,0:03:57
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,238,0:03:58
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,239,0:03:59
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,240,0:04:00
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,241,0:04:01
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,242,0:04:02
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,243,0:04:03
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,244,0:04:04
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,245,0:04:05
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,246,0:04:06
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,247,0:04:07
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,248,0:04:08
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,249,0:04:09
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,250,0:04:10
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,251,0:04:11
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,252,0:04:12
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,253,0:04:13
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,254,0:04:14
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,255,0:04:15
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,256,0:04:16
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,257,0:04:17
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,258,0:04:18
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,259,0:04:19
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,260,0:04:20
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,261,0:04:21
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,262,0:04:22
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,263,0:04:23
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,264,0:04:24
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,265,0:04:25
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,266,0:04:26
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,267,0:04:27
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,268,0:04:28
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,269,0:04:29
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,270,0:04:30
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,271,0:04:31
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,272,0:04:32
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,273,0:04:33
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,274,0:04:34
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,275,0:04:35
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,276,0:04:36
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,277,0:04:37
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,278,0:04:38
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,279,0:04:39
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,280,0:04:40
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,281,0:04:41
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,282,0:04:42
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,283,0:04:43
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,284,0:04:44
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,285,0:04:45
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,286,0:04:46
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,287,0:04:47
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,288,0:04:48
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,289,0:04:49
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,290,0:04:50
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,291,0:04:51
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,292,0:04:52
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,293,0:04:53
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,294,0:04:54
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,295,0:04:55
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,296,0:04:56
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,297,0:04:57
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,298,0:04:58
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,299,0:04:59
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,300,0:05:00
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,301,0:05:01
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,302,0:05:02
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,303,0:05:03
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,304,0:05:04
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,305,0:05:05
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,306,0:05:06
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,307,0:05:07
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,308,0:05:08
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,309,0:05:09
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,310,0:05:10
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,311,0:05:11
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,312,0:05:12
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,313,0:05:13
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,314,0:05:14
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,315,0:05:15
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,316,0:05:16
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,317,0:05:17
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,318,0:05:18
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,319,0:05:19
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,320,0:05:20
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,321,0:05:21
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,322,0:05:22
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,323,0:05:23
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,324,0:05:24
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,325,0:05:25
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,326,0:05:26
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,327,0:05:27
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,328,0:05:28
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,329,0:05:29
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,330,0:05:30
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,331,0:05:31
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,332,0:05:32
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,333,0:05:33
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,334,0:05:34
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,335,0:05:35
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,336,0:05:36
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,337,0:05:37
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,338,0:05:38
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,339,0:05:39
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,340,0:05:40
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,341,0:05:41
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,342,0:05:42
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,343,0:05:43
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,344,0:05:44
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,345,0:05:45
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,346,0:05:46
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,347,0:05:47
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,348,0:05:48
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,349,0:05:49
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,350,0:05:50
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,351,0:05:51
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,352,0:05:52
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,353,0:05:53
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,354,0:05:54
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,355,0:05:55
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,356,0:05:56
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,357,0:05:57
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,358,0:05:58
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,359,0:05:59
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,360,0:06:00
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,361,0:06:01
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,362,0:06:02
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,363,0:06:03
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,364,0:06:04
52.050379,5.760956,52.067689,5.655212,52.103131,5.743103,365,0:06:05
